Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Yume,(1990),"Drama,Fantasy","Six tourists hire an extreme tour guide who takes them to the abandoned city Pripyat, the former home to the workers of the Chernobyl nuclear reactor. During their exploration, they soon discover they are not alone.","https://m.media-amazon.com/images/M/MV5BNzkwNDkyNTUxNV5BMl5BanBnXkFtZTcwODY1NTE3Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1991245,https://www.imdb.com/title/tt1991245/,86 min,PG-13,"38,611",6.7
Chernobyl Diaries,(2012),"Horror,Mystery,Thriller","When 30-something Jesse returns to his alma mater for a professor's retirement party, he falls for Zibby, a college student, and is faced with a powerful attraction that springs up between them.","https://m.media-amazon.com/images/M/MV5BNDRlN2Y5ZDItYTJjMC00NDNlLWIzM2YtNWMxMzhlNWRjMjIyXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_UX67_CR0,0,67,98_AL_.jpg",1872818,https://www.imdb.com/title/tt1872818/,97 min,NA,5,7.8
Liberal Arts,(2012),"Comedy,Drama,Romance","A trio of young Bay Area urbanites--Ben Tanaka, Miko Hayashi, and Alice Kim--as they navigate a range of interpersonal relationships, traversing the country in search of the ideal connection.","https://m.media-amazon.com/images/M/MV5BYzNmY2NiMmMtNmY1ZS00NzE5LWEzNDMtZWYzZmYyNjA3MjhmXkEyXkFqcGdeQXVyMTIzMzg5NjMx._V1_UY98_CR53,0,67,98_AL_.jpg",14483774,https://www.imdb.com/title/tt14483774/,92 min,R,"35,906",6.7
Shortcomings,(2023),"Comedy,Drama","Cheyenne, a retired rock star living off his royalties in Dublin, returns to New York City to find the man responsible for a humiliation suffered by his recently deceased father during W.W.II.","https://m.media-amazon.com/images/M/MV5BZDY2NDA0OTktYmIxYS00NzNkLWEyNzctMzFmYWVjMWQ2Y2Q5XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_UY98_CR1,0,67,98_AL_.jpg",1440345,https://www.imdb.com/title/tt1440345/,118 min,18+,"26,800",8.4
This Must Be the Place,(2011),"Adventure,Comedy,Drama",A scientist-turned-wall street tycoon becomes the target of a plot to destroy the world's financial markets.,"https://m.media-amazon.com/images/M/MV5BMmJlNzRhNmYtZjk4MS00NzA4LWEwM2MtMjkzZDZkMWI4OGJiXkEyXkFqcGdeQXVyMTI0NjAzNDY4._V1_UX67_CR0,0,67,98_AL_.jpg",1967620,https://www.imdb.com/title/tt1967620/,60 min,A,"991,029",8.1
The Fear Index,(2022),"Drama,Thriller",Two London drug dealers ply their lucrative trade at a public housing estate in East London.,"https://m.media-amazon.com/images/M/MV5BYzJiNDBlZDAtYTM1MS00OWQwLTg1MWItYmExMDY4YWJmNGIxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",1830379,https://www.imdb.com/title/tt1830379/,141 min,A,"772,792",8.0
Top Boy,(2011– ),"Crime,Drama,Thriller","Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.","https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UX67_CR0,0,67,98_AL_.jpg",0264464,https://www.imdb.com/title/tt0264464/,124 min,A,"10,953",6.5
Catch Me If You Can,(2002),"Biography,Crime,Drama","An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.","https://m.media-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0401792,https://www.imdb.com/title/tt0401792/,92 min,A,"403,011",7.0
Sin City,(2005),"Crime,Thriller",A US soldier suffers a traumatic brain injury while fighting in Afghanistan and struggles to adjust to life back home.,"https://m.media-amazon.com/images/M/MV5BMmYwOThkNzItYjNmNS00N2I1LTgzNjgtMTA5NGIzNDc1ZWI1XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX67_CR0,0,67,98_AL_.jpg",10192406,https://www.imdb.com/title/tt10192406/,85 min,PG-13,"8,827",6.6
Causeway,(2022),Drama,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,"https://m.media-amazon.com/images/M/MV5BZDNhNDJlNDktZDI4OC00OTE3LWI2M2UtOThkNTFkNjBjYzRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",1060277,https://www.imdb.com/title/tt1060277/,103 min,R,"17,056",6.4
Cloverfield,(2008),"Action,Adventure,Horror","3 women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins.","https://m.media-amazon.com/images/M/MV5BZWEzZGJhNmYtOTkyYi00OTJhLWE3NTItOGFiNDEwYTc4Y2U3XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",0112679,https://www.imdb.com/title/tt0112679/,103 min,NA,"24,862",5.6
Laurel Canyon,(2002),Drama,"When an uptight young man and his fiancée move into his libertine mother's house, the resulting clash of life attitudes shakes everyone up.","https://m.media-amazon.com/images/M/MV5BMTgxMjMxMDA2Ml5BMl5BanBnXkFtZTYwMjE5MTI3._V1_UX67_CR0,0,67,98_AL_.jpg",0298408,https://www.imdb.com/title/tt0298408/,90 min,PG-13,"18,165",7.0
Princess Protection Program,(2009 TV Movie),"Comedy,Drama,Family","A princess whose country has been invaded goes into hiding in Louisiana, where she has to learn to act like an ordinary teenager.","https://m.media-amazon.com/images/M/MV5BZTQwZjRlZmUtYjU5MS00NzcxLTgzZDAtZThhMWFlODRiN2VkXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_UX67_CR0,0,67,98_AL_.jpg",1196339,https://www.imdb.com/title/tt1196339/,113 min,R,"42,946",6.8
The Grand Seduction,(2013),Comedy,"To survive, a dying Newfoundland fishing village must convince a young doctor to take up residence by any means necessary.","https://m.media-amazon.com/images/M/MV5BMjI3NTEwMjk0MV5BMl5BanBnXkFtZTgwODUxMTI1MTE@._V1_UY98_CR0,0,67,98_AL_.jpg",2319580,https://www.imdb.com/title/tt2319580/,93 min,R,"14,089",6.6
The Skeleton Twins,(2014),"Comedy,Drama,Romance","Having both coincidentally cheated death on the same day, estranged twins reunite with the possibility of mending their relationship.","https://m.media-amazon.com/images/M/MV5BNzk5MjM3NDEwN15BMl5BanBnXkFtZTgwMDIxNjYzMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",1571249,https://www.imdb.com/title/tt1571249/,119 min,R,"27,356",6.3
Light of My Life,(I) (2019),"Drama,Sci-Fi,Thriller","Parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As a father struggles to protect his child, their bond, and the character of humanity, is tested.","https://m.media-amazon.com/images/M/MV5BM2FmMGNiODgtNTAyMy00N2VlLWEyODEtNDViMmRkZDA5Nzc3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6063090,https://www.imdb.com/title/tt6063090/,113 min,NA,"23,054",7.9
Celebrity,(1998),"Comedy,Drama",The fortunes of a husband and wife differ drastically after they divorce.,"https://m.media-amazon.com/images/M/MV5BOWY0ZjYyMTItNjNlMi00NWI5LTkzY2MtYTczNjcyNDMwMTJmXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg",0120533,https://www.imdb.com/title/tt0120533/,104 min,NA,"12,329",6.6
Spooks: The Greater Good,(2015),"Action,Drama,Thriller","When a terrorist escapes custody during a routine handover, Will Holloway must team with disgraced MI5 Intelligence Chief Harry Pearce to track him down before an imminent terrorist attack on London.","https://m.media-amazon.com/images/M/MV5BZWRmMzQwMmEtNTIzZS00YmJkLThjYjYtOGQ0OWVhNWNjZmQzXkEyXkFqcGdeQXVyMzI2NTcxODU@._V1_UX67_CR0,0,67,98_AL_.jpg",3321300,https://www.imdb.com/title/tt3321300/,94 min,NA,"2,165",7.6
The Auschwitz Report,(2021),"Drama,History,War","This is the true story of Freddy and Walter--two young Slovak Jews, who were deported to Auschwitz in 1942. On 10 April 1944, after meticulous planning, and with the help and resilience of ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMjI5ZGE3ZjYtYzBjOC00ZGM5LThhMDctYzdkN2NhNTliZTY5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",9415108,https://www.imdb.com/title/tt9415108/,30 min,NA,"4,115",7.5
Stath Lets Flats,(2018– ),Comedy,"Comedy following incompetent Greek-Cypriot lettings-agent Stath, who works for the family business, Michael and Eagle.","https://m.media-amazon.com/images/M/MV5BNTY1ODI2OGYtYzhjOS00YWM3LWIwYzItMWQ4YThjZjkyYzA4XkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_UX67_CR0,0,67,98_AL_.jpg",7524382,https://www.imdb.com/title/tt7524382/,22 min,NA,"15,452",7.1
Grounded for Life,(2001–2005),Comedy,Thirty-something Irish Catholic couple Sean and Claudia deal with their three children as well as Sean's judgmental father and carefree brother.,"https://m.media-amazon.com/images/M/MV5BMTg4NjUxODUyNF5BMl5BanBnXkFtZTcwMTQ3NzEzMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",0255734,https://www.imdb.com/title/tt0255734/,88 min,NA,"3,837",6.2
Jesse Stone: Thin Ice,(2009 TV Movie),"Crime,Drama,Mystery","Jesse Stone and Captain Healy are shot during an unauthorized stake-out in Boston. Meanwhile, a cryptic letter sent from Paradise leads the mother of a kidnapped child to Stone. Though her son was declared dead, she hopes he will reopen the case.","https://m.media-amazon.com/images/M/MV5BMjE1MTg0MjY5MV5BMl5BanBnXkFtZTcwNjQ3OTc0Mg@@._V1_UY98_CR0,0,67,98_AL_.jpg",1064884,https://www.imdb.com/title/tt1064884/,100 min,NA,200,7.9
Daddy Daughter Trip,(2022),Comedy,A spring-break trip with a series of unfortunate adventures is saved when the duo meet a couple of famous travel bloggers.,"https://m.media-amazon.com/images/M/MV5BOTgwNmRmOWMtMTA3My00ZjFjLWJjODctZGViMmM5YjhlZjYwXkEyXkFqcGdeQXVyMTQ3MjQzMzM@._V1_UX67_CR0,0,67,98_AL_.jpg",15367558,https://www.imdb.com/title/tt15367558/,60 min,NA,"2,678",7.6
New York Undercover,(1994–1999),"Crime,Drama","Drugs, robbery, corruption, rape, murder. Cops versus criminals. The undercover war has started. Welcome to New York City.","https://m.media-amazon.com/images/M/MV5BMzMyMDYxYWItZGFmZS00MmU2LTlhNDctODUyOTAwN2Y1ZTg5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY98_CR1,0,67,98_AL_.jpg",0108876,https://www.imdb.com/title/tt0108876/,30 min,U,"7,823",6.7
Crashing,(2017–2019),"Comedy,Drama",A New York comic is forced to make a new start for himself after his wife leaves him.,"https://m.media-amazon.com/images/M/MV5BMjMxNjY0MTg2NV5BMl5BanBnXkFtZTgwMDQwNTMxNzM@._V1_UX67_CR0,0,67,98_AL_.jpg",5037914,https://www.imdb.com/title/tt5037914/,88 min,PG-13,"55,725",5.4
Sinbad: Legend of the Seven Seas,(2003),"Animation,Adventure,Comedy",The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.,"https://m.media-amazon.com/images/M/MV5BMTIyMzE1ODI3NF5BMl5BanBnXkFtZTYwMDE3NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",0165982,https://www.imdb.com/title/tt0165982/,98 min,UA,"54,259",5.5
The Eye,(2008),"Horror,Mystery","Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.","https://m.media-amazon.com/images/M/MV5BZjczYmJhNjUtOTdmYi00MzZlLWEzOWYtNzA1ZGZjMjkwY2YyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY98_CR0,0,67,98_AL_.jpg",0406759,https://www.imdb.com/title/tt0406759/,87 min,A,"31,639",6.9
Gretel & Hansel,(2020),"Fantasy,Horror,Mystery","A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.","https://m.media-amazon.com/images/M/MV5BOTIyYWJjZDctODY4OC00NWExLWE2NTktZmY0MWY2YWZjMWIxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",9086228,https://www.imdb.com/title/tt9086228/,112 min,PG-13,"47,378",5.7
Kill the Messenger,(2014),"Biography,Crime,Drama","Journalist Gary Webb, California 1996, started investigating CIA's role in the 1980s in getting crack cocaine to the black part of LA to get money and weapons to the Contras/freedom fighters in Nicaragua.","https://m.media-amazon.com/images/M/MV5BNDM5MDIxNzYyNV5BMl5BanBnXkFtZTgwMDUzMTk4MTE@._V1_UX67_CR0,0,67,98_AL_.jpg",1216491,https://www.imdb.com/title/tt1216491/,110 min,NA,"61,064",6.4
Drillbit Taylor,(2008),"Action,Comedy,Crime",Three kids hire a low-budget bodyguard to protect them from the playground bully.,"https://m.media-amazon.com/images/M/MV5BMTkxNzkwOTc3OF5BMl5BanBnXkFtZTcwMTc1MzU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0817538,https://www.imdb.com/title/tt0817538/,45 min,NA,643,8.7
The Ex-Wife,(2022),"Drama,Mystery,Thriller","Tasha has the perfect house, a loving husband and a beautiful little girl. Her life could be perfect if it wasn't for Jen, her husband's ex-wife who just won't leave them alone.","https://m.media-amazon.com/images/M/MV5BNjQ1NmNjMGMtZWYyYS00YTdhLWFjNTUtYTA0NTgzM2YwZTA3XkEyXkFqcGdeQXVyMzgwNDI2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",13069604,https://www.imdb.com/title/tt13069604/,45 min,PG,"10,514",6.2
Umbre,(2014–2019),"Crime,Drama,Thriller","Umbre follows Relu, an enforcer for a small-time mob boss, as he struggles to keep his family in the dark about his job. The secrets Relu keeps become increasingly oppressive and the lies begin to surface.","https://m.media-amazon.com/images/M/MV5BZjIyNWRlNTEtZDFmOC00YjJkLWJiNDktNWQzMmI1MmQyMDMyXkEyXkFqcGdeQXVyMzQ4MjE5ODk@._V1_UY98_CR1,0,67,98_AL_.jpg",4269716,https://www.imdb.com/title/tt4269716/,87 min,PG,"65,528",7.2
TMNT,(2007),"Animation,Action,Adventure","When the world is threatened by an ancient evil, the four adolescent turtles must reunite and overcome their faults in order to stand against it.","https://m.media-amazon.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0453556,https://www.imdb.com/title/tt0453556/,94 min,NA,"28,208",5.8
Strictly Ballroom,(1992),"Comedy,Drama,Music",A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,"https://m.media-amazon.com/images/M/MV5BNjY2MWI2YWYtOGUyZS00ZGZjLTkyYjAtYWYxZDJmMzlkZjE0XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0105488,https://www.imdb.com/title/tt0105488/,45 min,NA,"1,488",6.4
Dirt Music,(2019),"Crime,Drama,Romance","Grace is a recovering alcoholic, now divorced from an abusive husband, struggling to bring up three children on her own.","https://m.media-amazon.com/images/M/MV5BMTUyMzU5NjQ2Ml5BMl5BanBnXkFtZTcwNDg5MTYwOA@@._V1_UY98_CR2,0,67,98_AL_.jpg",0106017,https://www.imdb.com/title/tt0106017/,30 min,NA,"4,206",7.6
Grace Under Fire,(1993–1998),"Comedy,Romance","Prime Video and FC Barcelona present 'F.C. Barcelona: A new era', a documentary series that discovers the ins and outs of the last two years of the club seen from the perspective of the first team.","https://m.media-amazon.com/images/M/MV5BOWFkZWQyNGEtYTFkYy00ODk3LTk1MjQtNWVhYTBhMTI4NDQ0XkEyXkFqcGdeQXVyMTM1MTY3NTQ1._V1_UY98_CR5,0,67,98_AL_.jpg",24901692,https://www.imdb.com/title/tt24901692/,36 min,NA,253,7.1
FC Barcelona: A New Era,(2022),Documentary,"Sebastian Stark is a Los Angeles hot-shot lawyer, who leaves his lucrative career as a defender of rich criminals to try public prosecution under the District Attorney. He forms a trial ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BOTc1MjI3MjItN2M4ZS00NDdjLThlODgtNDJjOTBkMzY0ZTNhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR1,0,67,98_AL_.jpg",0805666,https://www.imdb.com/title/tt0805666/,60 min,R,"11,788",5.8
Shark,(2006–2008),"Crime,Drama,Mystery","After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood.","https://m.media-amazon.com/images/M/MV5BZGNjM2I0NzgtOGFlMi00MTRkLThmOWQtNjBkOTk2YTZlYmM4XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_UX67_CR0,0,67,98_AL_.jpg",1595656,https://www.imdb.com/title/tt1595656/,112 min,R,"29,218",6.1
To the Wonder,(2012),"Drama,Romance","A ruthless mercenary renounces violence after learning his soul is bound for hell. When a young girl is kidnapped and her family slain by a sorcerer's murderous cult, he is forced to fight and seek his redemption slaying evil.","https://m.media-amazon.com/images/M/MV5BMTU5NDMwOTkxMV5BMl5BanBnXkFtZTcwMTg5OTM1OA@@._V1_UY98_CR3,0,67,98_AL_.jpg",0970452,https://www.imdb.com/title/tt0970452/,104 min,R,"74,394",5.5
Solomon Kane,(2009),"Action,Adventure,Fantasy","A drama set in the days leading up to the 2008 Presidential election, and centered on a high-end Manhattan call girl meeting the challenges of her boyfriend, her clients, and her work.","https://m.media-amazon.com/images/M/MV5BMjE5OTY5MDIzM15BMl5BanBnXkFtZTcwNTU4NzQ0Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",1103982,https://www.imdb.com/title/tt1103982/,77 min,PG-13,"16,833",6.0
The Girlfriend Experience,(2009),Drama,"In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors.","https://m.media-amazon.com/images/M/MV5BMTUwMTUwODUzNV5BMl5BanBnXkFtZTgwMDIxMDE5NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",1598642,https://www.imdb.com/title/tt1598642/,98 min,NA,"31,462",7.0
Z for Zachariah,(2015),"Drama,Romance,Sci-Fi","Three juvenile delinquents are sentenced to a correctional facility where they encounter gang violence, death, and harassment from staff and other inmates.","https://m.media-amazon.com/images/M/MV5BMTM0NDY2ODEzNF5BMl5BanBnXkFtZTcwNTcxMDg2Mw@@._V1_UY98_CR9,0,67,98_AL_.jpg",1422020,https://www.imdb.com/title/tt1422020/,91 min,NA,"12,683",5.3
Dog Pound,(2010),"Crime,Drama",The stunning landscape of Western Australia is the backdrop for an impassioned tale of love and grief in Gregor Jordan's adaptation of the acclaimed novel by Tim Winton.,"https://m.media-amazon.com/images/M/MV5BOTYwNDBiZjEtZGUzZS00MWQ2LWE5OGYtMGVlNzE2NTJjMTViXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0810836,https://www.imdb.com/title/tt0810836/,105 min,NA,888,7.2
Flack,(2019–2021),"Comedy,Drama","Robyn, an American publicist working for a cutthroat London PR company that represents troubled celebrities, is adept at keeping her clients' lives appearing in perfect order, while her own falls to pieces.","https://m.media-amazon.com/images/M/MV5BZmQ3MTA4NDgtN2QzOS00MWE2LTg1MjktY2U3YmVjMmQ3YmU0XkEyXkFqcGdeQXVyNjcyNjcyMzQ@._V1_UX67_CR0,0,67,98_AL_.jpg",8128344,https://www.imdb.com/title/tt8128344/,60 min,R,"5,747",5.7
The Flock,(2007),"Crime,Drama,Mystery","A hyper-vigilant employee of the department of public safety, while training his young female replacement, has to track down a missing girl whom he is convinced is connected to a paroled sex offender he is investigating.","https://m.media-amazon.com/images/M/MV5BZmI0MzY2ODItNWI2Ni00MTJjLThjY2YtNzIzZjg0YjM4OWU0XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UY98_CR1,0,67,98_AL_.jpg",0473356,https://www.imdb.com/title/tt0473356/,105 min,NA,"11,652",7.9
Fosse/Verdon,(2019),"Biography,Drama,Music","An inside look at the romantic and creative partnership between influential choreographer/director, Bob Fosse, and Gwen Verdon, one of the greatest Broadway dancers of all time.","https://m.media-amazon.com/images/M/MV5BMTYyODkyMTI5N15BMl5BanBnXkFtZTgwMzY4MDI1NzM@._V1_UY98_CR5,0,67,98_AL_.jpg",8746478,https://www.imdb.com/title/tt8746478/,402 min,R,"6,636",7.1
The Railway Man,(2013),"Biography,Drama,Romance","A former British Army officer, who was tortured as a prisoner of war at a Japanese labor camp during World War II, discovers that the man responsible for much of his treatment is still alive and sets out to confront him.","https://m.media-amazon.com/images/M/MV5BMTQzNDU1NjE0NF5BMl5BanBnXkFtZTgwODA3NDczMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",2058107,https://www.imdb.com/title/tt2058107/,116 min,18,"40,948",6.7
Blood & Water,(2020– ),"Drama,Mystery",A local teen uncovers her family's secret past and navigates the complicated world of a South African high school.,"https://m.media-amazon.com/images/M/MV5BOGVhNzJjOGMtODVhMC00MzNmLThhOWItYTc3OTFkMGZhMTUwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",9839146,https://www.imdb.com/title/tt9839146/,53 min,UA,"3,624",5.9
Braven,(2018),"Action,Thriller",A logger defends his family from a group of dangerous drug runners.,"https://m.media-amazon.com/images/M/MV5BMjM1ODUzMTU1NV5BMl5BanBnXkFtZTgwMzcwMzY1NDM@._V1_UX67_CR0,0,67,98_AL_.jpg",5001754,https://www.imdb.com/title/tt5001754/,94 min,NA,"41,503",7.5
Make It or Break It,(2009–2012),"Drama,Sport",Follows a group of teen Olympic hopefuls as they train and prepare for their day in the spotlight.,"https://m.media-amazon.com/images/M/MV5BN2MyZjZlMDMtNDM0Yy00ZjA3LThkNWEtYzY4MTEyNjEzOTk2XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UY98_CR1,0,67,98_AL_.jpg",1332030,https://www.imdb.com/title/tt1332030/,45 min,PG-13,"10,181",6.0
Ricki and the Flash,(2015),"Comedy,Drama,Music","A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family.","https://m.media-amazon.com/images/M/MV5BMTY1NzIxNzkzM15BMl5BanBnXkFtZTgwMzAzNjIzNjE@._V1_UX67_CR0,0,67,98_AL_.jpg",3623726,https://www.imdb.com/title/tt3623726/,101 min,R,"23,852",7.3
Running Scared,(2006),"Action,Crime,Drama","A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands.","https://m.media-amazon.com/images/M/MV5BMTIwOTAzMDc4MF5BMl5BanBnXkFtZTcwNjY5MzIzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0404390,https://www.imdb.com/title/tt0404390/,122 min,PG,"100,877",6.3
Young Adult,(2011),"Comedy,Drama","Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter.","https://m.media-amazon.com/images/M/MV5BMTc4NzgyMjQwMV5BMl5BanBnXkFtZTcwNjMxODcwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1625346,https://www.imdb.com/title/tt1625346/,94 min,R,"85,182",7.7
Good Bye Lenin!,(2003),"Comedy,Drama,Romance","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.","https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",0301357,https://www.imdb.com/title/tt0301357/,121 min,7,"147,598",5.9
The SpongeBob Movie: Sponge on the Run,(2020),"Animation,Adventure,Comedy","After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home.","https://m.media-amazon.com/images/M/MV5BYjlhOGVjOGYtMjZjOS00MzUxLThlZmUtMzE0OTZlMGM4ZTc3XkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UX67_CR0,0,67,98_AL_.jpg",4823776,https://www.imdb.com/title/tt4823776/,91 min,R,"18,987",6.8
Bugsy,(1991),"Biography,Crime,Drama","The story of how Benjamin ""Bugsy"" Siegel started Las Vegas.","https://m.media-amazon.com/images/M/MV5BZTQ4NmZjMTktMWU1MC00ZGU1LTk1NjUtODg2ODg3NjdmMDkxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0101516,https://www.imdb.com/title/tt0101516/,136 min,NA,"29,727",7.8
Man Seeking Woman,(2015–2017),"Comedy,Fantasy,Romance",A naive romantic goes on a desperate quest for love when his longtime girlfriend dumps him.,"https://m.media-amazon.com/images/M/MV5BMjA0MzQxODM2Ml5BMl5BanBnXkFtZTgwODExNDI2NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",4189492,https://www.imdb.com/title/tt4189492/,21 min,NA,"10,675",6.3
How to Please a Woman,(2022),Drama,"When her all-male house-cleaning business gets out of control, a mature woman must embrace her own sexuality, if she is to make a new life for herself.","https://m.media-amazon.com/images/M/MV5BNzFkOTY2OWMtMDgyNi00ZWNiLTlkMzAtMzI0ZGM0M2RkNDMwXkEyXkFqcGdeQXVyMTUzMzU4Nw@@._V1_UY98_CR1,0,67,98_AL_.jpg",10530838,https://www.imdb.com/title/tt10530838/,107 min,NA,"1,058",6.1
La región salvaje,(2016),"Drama,Horror,Mystery","A couple in a troubled marriage locate a meteorite, initiating an encounter with a mysterious creature. Their lives are turned upside down by the discovery of the creature, which is a source of both pleasure and destruction.","https://m.media-amazon.com/images/M/MV5BOTcyZjViMzMtNjcwNS00YjQyLWI3OGMtYWIzNGIwZDNkY2FiXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_UX67_CR0,0,67,98_AL_.jpg",5265960,https://www.imdb.com/title/tt5265960/,98 min,PG-13,"6,011",5.6
Dark Water,(2005),"Drama,Horror,Mystery","A mother and daughter, still wounded from a bitter custody dispute, hole up in a run-down apartment building, where they are targeted by the ghost of a former resident.","https://m.media-amazon.com/images/M/MV5BOTcyMDQ3MjEtNjZkOS00ZDQ0LWE1YWMtYTNkNmNiZjU0MzhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",0382628,https://www.imdb.com/title/tt0382628/,105 min,UA,"63,640",7.1
Michael Collins,(1996),"Biography,Drama,Thriller","Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.","https://m.media-amazon.com/images/M/MV5BZjE5NGFmMGYtNmU1MC00ZWQxLWIzMzEtZjgzZjljMWNmYjE1XkEyXkFqcGdeQXVyNTYzNDI3MzQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0117039,https://www.imdb.com/title/tt0117039/,133 min,R,"32,049",5.4
